Epoch,Average Loss,accuracy_score,roc_auc_score,average_precision_score,mean_absolute_percentage_error,f1_score,r2_score,recall_Score,cohen_kappa_score
16,0.5052147549661723,0.7767045454545455,0.706110895763744,0.84333422888409,140345.81793323864,0.8408610907467928,-0.1735853672027588,0.916496689753099,0.42917494773864745
17,0.5199640297076918,0.7744318181818182,0.7072670622305437,0.8386946710673245,141802.69524147728,0.839819949594411,-0.1282328502698378,0.9175716489553452,0.43411209583282473
18,0.5092581339857795,0.7831439394842494,0.7333015978336335,0.8444722246039997,137270.18764204546,0.8464817155491222,-0.13903412222862244,0.9243980280377648,0.4610604177821766
19,0.5130824224515395,0.7770833335139534,0.7126035931435498,0.8422353376041759,137917.69326467812,0.8435637956315821,-0.16203167871995405,0.9168413926254619,0.43973464044657623
20,0.4902584279125387,0.7856060607866807,0.7207543183456767,0.8578639713200655,141478.93430397726,0.8501854815266349,-0.0666546805338426,0.9321868555112318,0.4517670111222701
21,0.4837961989370259,0.79375,0.7299905503338033,0.8519735921512951,126748.30426136364,0.8535907658663663,-0.018031033060767435,0.919851238077337,
22,0.4881342946128412,0.7848484849387949,0.724537469311194,0.8548177979209206,140669.560546875,0.8498401798985221,-0.07447569370269776,0.9309390371496027,0.46305940855633126
23,0.5118236469951543,0.7946969698775899,0.7449654243209145,0.8566980727694251,119949.55494791675,0.8495157607577064,-0.03289757370948791,0.9107064684006301,0.5042562370950525
24,0.4431284622035243,0.8085227272727272,0.7325838655233383,0.882867428931323,119463.91605113636,0.864431340044195,0.07553540955890309,0.9272564828395844,
25,0.4981224165721373,0.7907196971503171,0.7406108663840727,0.8596064323728735,128367.05749289773,0.8506613178686662,-0.06996667222543196,0.9175529030236331,0.48235860196026886
26,0.4939977309920571,0.7782196971503171,0.7255391538143158,0.8547870457172394,129338.31928267046,0.841023384441029,-0.13296260833740234,0.903048015724529,0.45701915567571466
27,0.46012646528807555,0.7899621213024313,0.7186391014944423,0.8753686000000347,128528.93327414773,0.8486823054877195,-0.059128917889161546,0.9102760423313487,0.46848040331493723
28,0.45903194655071605,0.8039772727272727,0.7468230382962661,0.8722742226990786,120920.7954190341,0.8624284348704598,-0.018651819229125975,0.926207405870611,0.5031412915749983
29,0.46873316168785095,0.8030303031206131,0.7415816599672491,0.8719519393010573,123025.1704190341,0.8608838606964458,0.04543913873759183,0.9266337513923645,0.5055236431685362
30,0.4600760592655702,0.7982954545454546,0.7472411646084351,0.8698951244354248,118492.67610085227,0.8560605200854214,-0.037518760832873255,0.9143580431287939,0.49827664440328423
31,0.44935394776138393,0.8043560607866808,0.7485986850478432,0.8789687563072551,120597.04509943182,0.8622044319456273,0.018640789660540495,0.9258048810742118,0.5094026695598256
32,0.5215451523661614,0.7571969698775899,0.6975008693608371,0.8356479368426583,145849.58707386363,0.8287745860489932,-0.2258217220956629,0.899366822567853,0.39531326727433636
33,0.4727752858942205,0.7893939394842494,0.7302050319584933,0.8639332158999009,128852.68299005681,0.8509036215868864,-0.06226981986652721,0.9174735616553914,0.4676997011358088
34,0.4673018523237922,0.7859848485751586,0.7294724548404867,0.8677938466722315,126910.18689630681,0.8493979042226618,-0.13397730643099004,0.9107847490093924,0.46433184309439224
35,0.4444080267440189,0.8070075758478858,0.7556303289803592,0.8781377201730555,111208.29423532214,0.8629898363893682,-0.013160289417613637,0.9171012100848285,0.5245979206128554
36,0.467594714327292,0.8077651516957717,0.7431059864434328,0.8742185950279235,116550.16766098494,0.863809070262042,0.012034213001077826,0.924989028410478,0.5035949809984728
37,0.4283246158198877,0.8159090909090909,0.7637662345712836,0.8864765725352547,112179.53501420455,0.8681321447545832,0.05127668705853549,0.9286460399627685,0.5408070558851416
38,0.4283303973349658,0.8018939394842495,0.7603556142611937,0.8895571806214072,108456.4251065341,0.857995238087394,-0.08283047405156223,0.9034296528859572,0.5087903846393932
39,0.422053044966676,0.8153409090909091,0.7608511279929768,0.8948857805945657,109751.411328125,0.866858032616702,0.06231226541779258,0.919202265956185,0.5317383386872031
40,0.4153072787956758,0.8153409090909091,0.7631314835765145,0.8944440857930617,111693.9108309659,0.8678814774209803,0.04697624011473222,0.9244880909269506,0.5325721258466894
41,0.4191678074273196,0.8096590909090909,0.7562458482655612,0.8903543997894634,111208.29158380681,0.8650755665519021,-0.0013370611450888893,0.919423520565033,0.5231052458286285
42,0.4263102184642445,0.8242424244230444,0.7689215922897512,0.8915074072100899,106028.27787642046,0.8744717917659066,0.11752372329885309,0.9305145507509058,0.5575704487887296
43,0.4292087124152617,0.8079545454545455,0.752734790336002,0.8867105104706504,111693.91814630682,0.862314265424555,0.004550486261194402,0.915306261994622,
44,0.4144276514649391,0.8172348485751586,0.7612521052360535,0.892783537236127,108780.15975378806,0.8700564129786058,0.0834110211242329,0.9265843003988266,0.5474600667303259
45,0.40303545553575865,0.8221590909090909,0.7732833575118672,0.9026686213233254,104409.53032670454,0.8708737969398499,0.10459165898236361,0.9212203995748,
46,0.4277211079543287,0.8071969698775898,0.7543836173686114,0.8877333012494174,117197.66796875,0.8624044662172144,-0.02487604563886469,0.9250623388723893,0.5142552278258584
47,0.3869098661975427,0.8335227272727272,0.7795817025683143,0.9095703059976751,98096.39541903409,0.8817989208481528,0.14833417968316512,0.9310032400217924,
48,0.4152388196099888,0.812878788059408,0.7622660517692565,0.8949843260374937,108780.16371922358,0.8652270024473017,-0.03586612018671903,0.9194455314766277,0.5325523056767204
49,0.41915534111586483,0.8166666667569767,0.7612897312099284,0.8932474613189697,109427.65962357954,0.8677096301859075,0.08317645571448586,0.9213998165997592,0.528952566060153
50,0.3936922231858427,0.8217803031206131,0.7789496727965095,0.9028001882813194,107647.03068181819,0.8730961745435541,0.0944080499085513,0.9283342177217657,0.5614574334838174
