image,label,hos_0,hos_1,hos_2
SOB_B_A-14-22549G-40-020,0,198716.0517663675,0.09997380318429122,0.7724054488382303
SOB_B_A-14-22549G-40-021,0,114587.09507869036,0.09621469424746405,0.775601160816652
SOB_B_A-14-22549G-40-022,0,127562.73856748258,0.09767413189759566,0.7533604766610895
SOB_B_A-14-22549G-40-023,0,208335.34375761636,0.08315288130175831,0.8032405511759402
SOB_B_A-14-22549G-40-024,0,259480.10963196598,0.09503768081786293,0.8098061619766789
SOB_B_A-14-22549G-40-025,0,158679.97657773973,0.09698010280869301,0.7641782914820929
SOB_B_A-14-22549G-40-026,0,362529.6799144696,0.10457866686644035,0.7843225114488738
SOB_B_A-14-22549G-40-027,0,427203.6214341283,0.09562686690781451,0.8314888614756355
SOB_B_A-14-22549G-40-028,0,400382.01042851305,0.11515177227831647,0.7913379285540748
SOB_B_A-14-22549G-40-029,0,190089.46427823542,0.10258983894193817,0.7656092772713914
SOB_B_A-14-22549G-40-030,0,141818.19761155354,0.07649391978492254,0.7702396939172006
SOB_B_A-14-22549G-40-031,0,104062.64548572007,0.07321304317233045,0.7487387578031292
SOB_B_A-14-22549G-40-032,0,71821.2969751639,0.10840770933177112,0.724620858176397
SOB_B_A-14-22549G-40-033,0,120299.34382095704,0.10380372408759457,0.7354560116569904
SOB_B_A-14-22549G-40-034,0,87334.37661328932,0.08990766835039513,0.759859847455122
SOB_B_A-14-22549G-40-035,0,70932.96636565852,0.06965646789177223,0.7386661912785314
SOB_B_A-14-29960CD-40-001,0,38521897.63721073,0.1158030427587632,0.8452989250545871
SOB_B_A-14-29960CD-40-002,0,34227116.7669506,0.11115018580112598,0.847614360191944
SOB_B_A-14-29960CD-40-003,0,6167182.901534101,0.11596567137979179,0.8943114029445514
SOB_B_A-14-29960CD-40-004,0,101727775.74865602,0.1265210050990564,0.8285534605673343
SOB_B_A-14-29960CD-40-005,0,52004670.68129368,0.12183089031692773,0.8608517276403502
SOB_B_A-14-29960CD-40-006,0,51294555.98338069,0.11256936840956318,0.8213066172633819
SOB_B_A-14-29960CD-40-007,0,28127757.37100608,0.09357308384882397,0.8429407827777174
SOB_B_A-14-29960CD-40-008,0,8787947.28145375,0.08880240354863568,0.8539948834865214
SOB_B_A-14-29960CD-40-009,0,2800174.933914078,0.08725976800558469,0.8338003535112111
SOB_B_A-14-29960CD-40-010,0,2268836.55620135,0.0754812145698176,0.842504390961109
SOB_B_A-14-29960CD-40-011,0,1196810.3557973492,0.08980611880973735,0.8423322203985221
SOB_B_A-14-29960CD-40-012,0,908971.5689437876,0.07970721600528959,0.7971175992805325
SOB_B_A-14-29960CD-40-013,0,1481734.1275634007,0.11665052376997008,0.8498548595986838
SOB_B_A-14-29960CD-40-014,0,1456337.6953760649,0.11410412078231714,0.8459373857611219
SOB_B_A-14-29960CD-40-015,0,1242027.374737316,0.10496580886309523,0.8502673699071691
SOB_B_F-14-14134-40-001,0,1559274.3730097017,0.12932368472944755,0.8698572655139861
SOB_B_F-14-14134-40-002,0,1689153.335550257,0.12965145992467547,0.8664752473590286
SOB_B_F-14-14134-40-003,0,2433101.810249234,0.13324677891956566,0.8676795121893947
SOB_B_F-14-14134-40-004,0,2484336.82593409,0.13363339411759853,0.8686308875969445
SOB_B_F-14-14134-40-005,0,1890937.161382132,0.12807660924734832,0.8557282232994131
SOB_B_F-14-14134-40-006,0,2691639.696801963,0.13286877033565828,0.8363515828037164
SOB_B_F-14-14134-40-007,0,1282659.882511619,0.12782037141720426,0.8361248256953627
SOB_B_F-14-14134-40-008,0,824764.2687340118,0.10677386740094598,0.8572850520696466
SOB_B_F-14-14134-40-009,0,2116327.7643833985,0.1287086965935049,0.8054685052089638
SOB_B_F-14-14134-40-010,0,559610.4929579227,0.11859719784166176,0.8346951365064572
SOB_B_F-14-14134-40-011,0,947381.6030752964,0.10937386416377227,0.8215827786035962
SOB_B_F-14-14134-40-012,0,1758392.6208644286,0.12344611068684676,0.8505038207858941
SOB_B_F-14-14134-40-013,0,2744678.686885978,0.11668426762851829,0.8426420706403699
SOB_B_F-14-14134-40-014,0,2344563.264710255,0.11675376561944706,0.8621359453329519
SOB_B_F-14-14134-40-015,0,2952229.553594463,0.11661260382846157,0.8499508671858184
SOB_B_F-14-14134-40-016,0,2515922.8399437736,0.13154352252212184,0.8539300206654225
SOB_B_F-14-14134-40-017,0,1146828.937967561,0.12303676755470933,0.8585724097922937
SOB_B_F-14-14134-40-018,0,1344507.1488075547,0.11771288259991375,0.8576209036539064
SOB_B_F-14-14134-40-019,0,1559969.3541784089,0.1267351981564679,0.8355323180845523
SOB_B_F-14-14134-40-020,0,1069587.4494785056,0.12341025142326228,0.8572280173840355
SOB_B_F-14-14134-40-021,0,2237875.450802944,0.12285861367369458,0.8653298125007374
SOB_B_F-14-14134-40-022,0,2359222.8054471845,0.12448661058762381,0.8579976824495238
SOB_B_F-14-14134-40-023,0,969480.681219959,0.11519331787230787,0.8515938667701459
SOB_B_F-14-14134-40-024,0,1714678.6013495212,0.12462806878952243,0.8606817445231344
SOB_B_F-14-14134-40-025,0,1139643.943619409,0.1234153337479083,0.8674327655382426
SOB_B_F-14-14134-40-026,0,1133671.3135217167,0.12274808984315506,0.863678775911909
SOB_B_F-14-14134-40-027,0,918860.0864464852,0.134388114513308,0.827555902862821
SOB_B_F-14-14134-40-028,0,775522.7660484475,0.12463466460023942,0.8350547363113628
SOB_B_F-14-14134-40-029,0,685998.3942734958,0.12272758059805366,0.8197770611113043
SOB_B_F-14-14134-40-030,0,2194020.307381575,0.11814648267253093,0.8081620812397423
SOB_B_F-14-14134-40-031,0,804283.358256817,0.10205566769346291,0.8175809364758976
SOB_B_F-14-14134-40-032,0,500541.504027601,0.07914562751362607,0.7815271165318216
SOB_B_F-14-14134-40-033,0,561357.3564491508,0.12165498883049625,0.8449470494740473
SOB_B_F-14-14134-40-034,0,816017.4012816645,0.10981041292281453,0.861204389254145
SOB_B_F-14-14134-40-035,0,573912.3692517554,0.11629705686557536,0.8374910702077982
SOB_B_F-14-14134-40-036,0,4115248.8540764637,0.12064937420442692,0.8627807556689188
SOB_B_F-14-14134E-40-001,0,189367.3935605713,0.09126735521827893,0.7991642898373036
SOB_B_F-14-14134E-40-002,0,196847.84994133885,0.09104741834131078,0.8049909707280103
SOB_B_F-14-14134E-40-003,0,114179.680311153,0.07719349760176343,0.7832569992729841
SOB_B_F-14-14134E-40-004,0,133735.76705850044,0.07750680604769558,0.7829813759819574
SOB_B_F-14-14134E-40-005,0,131695.2423102017,0.08274280322747428,0.7899306351258106
SOB_B_F-14-14134E-40-006,0,92077.58520502178,0.06870406727794776,0.7690515043435769
SOB_B_F-14-14134E-40-007,0,100275.92175875873,0.06344610281257089,0.7892801867166509
SOB_B_F-14-14134E-40-008,0,65311.371935131996,0.0625185444958909,0.7544465302921703
SOB_B_F-14-14134E-40-009,0,90277.40550270221,0.0683074868928511,0.7736859798520074
SOB_B_F-14-14134E-40-010,0,73860.29782215795,0.07239626051625313,0.7735151355717989
SOB_B_F-14-14134E-40-011,0,81589.44808314026,0.07974838107473313,0.7792432504556284
SOB_B_F-14-14134E-40-012,0,103874.34780757518,0.07508992414622909,0.7902908659298753
SOB_B_F-14-14134E-40-013,0,89824.72081807887,0.09180261416693272,0.7596140974974861
SOB_B_F-14-14134E-40-014,0,46809.51006378003,0.10324512975121952,0.6725854173492583
SOB_B_F-14-14134E-40-015,0,70959.08793482708,0.07104981634482249,0.7673205647089218
SOB_B_F-14-14134E-40-016,0,96209.42035640872,0.06832230634029544,0.7683380094376979
SOB_B_F-14-14134E-40-017,0,89204.02329439804,0.07241838615206385,0.7733505155058898
SOB_B_F-14-14134E-40-018,0,66270.3997505568,0.08606015779539448,0.7493056368330537
SOB_B_F-14-14134E-40-019,0,97813.80580176211,0.07037086210163983,0.7801725824780079
SOB_B_F-14-14134E-40-020,0,62565.30472681874,0.06942696276647954,0.7527119085971465
SOB_B_F-14-14134E-40-021,0,71883.21012655759,0.09903189786427334,0.7016670638225231
SOB_B_F-14-14134E-40-022,0,79265.07007968464,0.08218545651464178,0.7790009352418825
SOB_B_F-14-14134E-40-023,0,127684.09405352485,0.08523580419109474,0.8107873013822104
SOB_B_F-14-14134E-40-024,0,148014.8315687087,0.0896954507018157,0.8152825228767138
SOB_B_F-14-14134E-40-025,0,160954.2908286219,0.0899430383606659,0.8062052692885947
SOB_B_F-14-14134E-40-026,0,199574.71323008768,0.08065168618808156,0.813027144249652
SOB_B_F-14-14134E-40-027,0,159524.89943754458,0.06696682339020363,0.7956288251294839
SOB_B_F-14-14134E-40-028,0,142114.09383080542,0.08115408492161932,0.7844928592389289
SOB_B_F-14-14134E-40-029,0,114335.15549636519,0.09094142293672404,0.7568851307171257
SOB_B_F-14-21998CD-40-001,0,106157.85166848263,0.09264554280172352,0.6939699641994227
SOB_B_F-14-21998CD-40-002,0,100046.96664124579,0.07160546867973483,0.7711436942940083
SOB_B_F-14-21998CD-40-003,0,108164.17060087748,0.06349543576328935,0.7976226221201954
SOB_B_F-14-21998CD-40-004,0,77055.35697096899,0.07493386593383392,0.7130977719363712
SOB_B_F-14-21998CD-40-005,0,80647.85251571458,0.07888679216559355,0.7332517075676686
SOB_B_F-14-21998CD-40-006,0,68188.0751856216,0.07239712497298402,0.7448125057255657
SOB_B_F-14-21998CD-40-007,0,74008.21655280185,0.07260923646363163,0.7205476764294505
SOB_B_F-14-21998CD-40-008,0,90888.12612320762,0.058482138595953255,0.7932088425768532
SOB_B_F-14-21998CD-40-009,0,71208.71771780784,0.06469956994201982,0.7878375989435203
SOB_B_F-14-21998CD-40-010,0,44250.44206418362,0.05126110800572741,0.7035396995013441
SOB_B_F-14-21998CD-40-011,0,27465.681244356125,0.05836610211131375,0.6628877951982066
SOB_B_F-14-21998CD-40-012,0,38032.89156362931,0.051010869417279635,0.6886090608949852
SOB_B_F-14-21998CD-40-013,0,48794.39011641253,0.05087751620871818,0.7898800843794037
SOB_B_F-14-21998CD-40-014,0,54012.74894756585,0.0559926434251078,0.7943631277781729
SOB_B_F-14-21998CD-40-015,0,80174.52928028301,0.06308456143309561,0.7811547287883622
SOB_B_F-14-21998CD-40-016,0,100035.16776959611,0.06019997197314307,0.8157922504855836
SOB_B_F-14-21998CD-40-017,0,84425.42816207536,0.0717337642812602,0.757787668404157
SOB_B_F-14-21998CD-40-018,0,81109.50145356495,0.06772168063846627,0.7738187956354504
SOB_B_F-14-21998CD-40-019,0,96480.60958595827,0.07763864342922419,0.7914838865331218
SOB_B_F-14-21998CD-40-020,0,100451.02306736815,0.07214566185715976,0.7806292917546399
SOB_B_F-14-21998CD-40-021,0,89710.86635621765,0.06707570784466602,0.8091618704000558
SOB_B_F-14-21998CD-40-022,0,105112.10760746857,0.07375540119578088,0.8105311790490306
SOB_B_F-14-21998CD-40-023,0,130188.70121580962,0.06943174924800008,0.834062759286705
SOB_B_F-14-21998CD-40-024,0,92995.46377064555,0.08213314689754028,0.7918879302700774
SOB_B_F-14-21998CD-40-025,0,121355.41736030532,0.07796396536171857,0.809322942993417
SOB_B_F-14-21998CD-40-026,0,124521.81655278281,0.07111206630768839,0.8233771654813056
SOB_B_F-14-21998CD-40-027,0,124420.37624714371,0.07270317751840485,0.81903538642535
SOB_B_F-14-21998CD-40-028,0,154097.76441584204,0.07994035295662294,0.8122410134959535
SOB_B_F-14-21998CD-40-029,0,177055.8444728754,0.0882326928875843,0.8166612982680501
SOB_B_F-14-21998CD-40-030,0,135007.39347197555,0.0711814594143339,0.8289685504391651
SOB_B_F-14-21998CD-40-031,0,102492.92318240523,0.08006055051184326,0.7981999416581895
SOB_B_F-14-21998CD-40-032,0,110321.412987703,0.08240787688037185,0.766971383002838
SOB_B_F-14-21998CD-40-033,0,100039.84649247491,0.06806330359929355,0.7862347968707376
SOB_B_F-14-21998CD-40-034,0,89948.10163161192,0.0747365958333498,0.7821197076626242
SOB_B_F-14-21998CD-40-035,0,109874.6501006509,0.07279197729488579,0.804877715709117
SOB_B_F-14-21998CD-40-036,0,103961.89808915781,0.08773739410201069,0.7668626012444946
SOB_B_F-14-21998CD-40-037,0,178413.95845755946,0.07434744838021314,0.8182459637897417
SOB_B_F-14-21998EF-40-001,0,160100.10202629084,0.09328215524070686,0.7752282105215568
SOB_B_F-14-21998EF-40-002,0,143784.19732240296,0.09124358204093957,0.722254873111536
SOB_B_F-14-21998EF-40-003,0,175009.3002040972,0.0712340240826875,0.784260185323999
SOB_B_F-14-21998EF-40-004,0,173065.53385047367,0.09994238059354593,0.7480600279174726
SOB_B_F-14-21998EF-40-005,0,210705.89573593106,0.0930704526016686,0.7774376102834094
SOB_B_F-14-21998EF-40-006,0,298212.6724696044,0.07662483665727071,0.8154020209764585
SOB_B_F-14-21998EF-40-007,0,368307.2834005059,0.08565782252641888,0.8461384783853606
SOB_B_F-14-21998EF-40-008,0,184401.04633693263,0.07594180586072045,0.8312412867265999
SOB_B_F-14-21998EF-40-009,0,170610.4346983327,0.0705153344780454,0.8335174966674885
SOB_B_F-14-21998EF-40-010,0,209309.10350734787,0.08866880055722956,0.8022881915973353
SOB_B_F-14-21998EF-40-011,0,126004.73445226108,0.06224517359276341,0.815822878813579
SOB_B_F-14-21998EF-40-012,0,254621.74902121274,0.06540791007616874,0.8248573372507882
SOB_B_F-14-21998EF-40-013,0,72051.31495021434,0.09706305555615495,0.7017551727729409
SOB_B_F-14-21998EF-40-014,0,198398.0749536085,0.07946446395590025,0.8047511850016114
SOB_B_F-14-21998EF-40-015,0,223009.56530155646,0.08718618249095966,0.7810242957459345
SOB_B_F-14-21998EF-40-016,0,179652.62115398436,0.06753768515735445,0.8221285450733259
SOB_B_F-14-21998EF-40-017,0,154327.21347938347,0.0812134720346147,0.8367145175457269
SOB_B_F-14-21998EF-40-018,0,139805.30790129144,0.07060628016429653,0.826002044541902
SOB_B_F-14-21998EF-40-019,0,136529.28464298294,0.08227386113323605,0.7391907156779062
SOB_B_F-14-21998EF-40-020,0,137589.19827043495,0.07921381681171367,0.7439864637357614
SOB_B_F-14-21998EF-40-021,0,144551.2556392493,0.06932583260121672,0.8164472174451518
SOB_B_F-14-21998EF-40-022,0,80010.51343666003,0.09154622305880576,0.6795676143764275
SOB_B_F-14-21998EF-40-023,0,172830.20750009659,0.09389834470882219,0.7171017666706
SOB_B_F-14-21998EF-40-024,0,195724.24241839626,0.09142222791778849,0.7749673428153192
SOB_B_F-14-21998EF-40-025,0,198547.95367225204,0.08399087423895721,0.7908537673587499
SOB_B_F-14-21998EF-40-026,0,182733.14633683022,0.09875245801527639,0.7282347771907306
SOB_B_F-14-21998EF-40-027,0,224979.03395376622,0.10584640106382048,0.7382541487264663
SOB_B_F-14-21998EF-40-028,0,238930.31257883742,0.10963474013722142,0.7583481686233371
SOB_B_F-14-21998EF-40-029,0,136938.22112418618,0.10801108252877975,0.664554357637818
SOB_B_F-14-21998EF-40-030,0,191743.36676905834,0.09984158321977299,0.7244301846543979
SOB_B_F-14-21998EF-40-031,0,137950.3710640708,0.09091154066987296,0.6695916856671784
SOB_B_F-14-23060AB-40-001,0,34836500.61382384,0.1653644012993624,0.9054982881047857
SOB_B_F-14-23060AB-40-002,0,23910429.336854998,0.17445661470641088,0.8929164896001387
SOB_B_F-14-23060AB-40-003,0,17755573.171343133,0.16415978947189672,0.8743163011401388
SOB_B_F-14-23060AB-40-004,0,12867424.105232598,0.15524932619718823,0.8725157342392895
SOB_B_F-14-23060AB-40-005,0,27509066.58371625,0.17892691799332835,0.8977676691068559
SOB_B_F-14-23060AB-40-006,0,40948300.773270845,0.16799991206142353,0.9043746137307833
SOB_B_F-14-23060AB-40-007,0,18867581.57189498,0.16444870047005872,0.8867137523559419
SOB_B_F-14-23060AB-40-008,0,13663699.059386913,0.16384150243646897,0.877311191816163
SOB_B_F-14-23060AB-40-009,0,13678682.97258136,0.16404380257622342,0.8808409246789558
SOB_B_F-14-23060AB-40-010,0,18953553.35123838,0.16684927180354173,0.8886227772578811
SOB_B_F-14-23060AB-40-011,0,15306273.557651866,0.17614504145418722,0.8876631428054405
SOB_B_F-14-23060AB-40-012,0,26238330.853293527,0.18311019897285621,0.9035220318041992
SOB_B_F-14-23060AB-40-013,0,25106583.7198116,0.16938832041824334,0.8806774966935927
SOB_B_F-14-23060AB-40-014,0,27187878.874061983,0.1738792331486271,0.8991498484442109
SOB_B_F-14-23060AB-40-015,0,15869529.084549785,0.17104780117231497,0.8713369022451125
SOB_B_F-14-23060AB-40-016,0,14618004.983703947,0.15557254652987074,0.8880547571658899
SOB_B_F-14-23060AB-40-017,0,9276716.03016155,0.14166105872839224,0.87477058525321
SOB_B_F-14-23060AB-40-018,0,6137528.6527310675,0.14747954554416076,0.862745728345499
SOB_B_F-14-23060AB-40-019,0,7247413.983430963,0.14229493678362506,0.8683311298605985
SOB_B_F-14-23060AB-40-020,0,6978128.5313167,0.13994782057419525,0.8758335715700034
SOB_B_F-14-23060AB-40-021,0,7215812.091702977,0.14833545380755866,0.884739395635289
SOB_B_F-14-23060AB-40-022,0,6834644.799314793,0.14818368017951428,0.877118009093709
SOB_B_F-14-23060AB-40-023,0,8128794.745347829,0.1509729612354711,0.8616481311056338
SOB_B_F-14-23060CD-40-001,0,2202701.055610878,0.1069175763682325,0.8686658134882881
SOB_B_F-14-23060CD-40-002,0,1663330.9475155633,0.11925429961491406,0.8613518735554961
SOB_B_F-14-23060CD-40-003,0,2670833.866654218,0.11487383888761192,0.872438125706356
SOB_B_F-14-23060CD-40-004,0,741131.3861033854,0.0944778037647896,0.8214585925380685
SOB_B_F-14-23060CD-40-005,0,628944.4881494987,0.08784342548407566,0.8101546367906588
SOB_B_F-14-23060CD-40-006,0,751967.5329068872,0.09709534349413511,0.820403358083378
SOB_B_F-14-23060CD-40-007,0,651372.969865822,0.08357761957270159,0.808910210256528
SOB_B_F-14-23060CD-40-008,0,1794612.9363014472,0.12289951415932004,0.8643069154967125
SOB_B_F-14-23060CD-40-009,0,1753803.3984948117,0.10968199333871087,0.856402975520362
SOB_B_F-14-23060CD-40-010,0,1817440.6530550183,0.10891010262655913,0.8740986123829417
SOB_B_F-14-23060CD-40-011,0,1678028.9527435345,0.1080222128027521,0.8603648342524294
SOB_B_F-14-23060CD-40-012,0,2274187.2564167595,0.11096919312990736,0.8686139213858516
SOB_B_F-14-23060CD-40-013,0,3138514.618959861,0.11126057632145653,0.8677719870092531
SOB_B_F-14-23060CD-40-014,0,1877337.810714921,0.12014134550697399,0.8517663808540855
SOB_B_F-14-23222AB-40-001,0,16789443.418907005,0.13684280267686877,0.866732132479734
SOB_B_F-14-23222AB-40-002,0,18838446.378103327,0.1284458860972821,0.8733589993167047
SOB_B_F-14-23222AB-40-003,0,37936897.656435564,0.13502963050588682,0.8303228758963798
SOB_B_F-14-23222AB-40-004,0,8341868.960224704,0.12887157348359105,0.862929969361024
SOB_B_F-14-23222AB-40-005,0,11141420.10976652,0.1346504678294119,0.8556306194620755
SOB_B_F-14-23222AB-40-006,0,9280847.357933765,0.11310078002729579,0.8531498819862097
SOB_B_F-14-23222AB-40-007,0,10124896.749461073,0.122012980089617,0.840828417786259
SOB_B_F-14-23222AB-40-008,0,17661453.45603392,0.13312533384789746,0.8920992445994551
SOB_B_F-14-23222AB-40-009,0,8898512.456438288,0.12463275255895902,0.8791755625525549
SOB_B_F-14-23222AB-40-010,0,17727400.846840393,0.12497709999374831,0.8511197271486013
SOB_B_F-14-23222AB-40-011,0,20001314.067325905,0.12365064412703354,0.8487592642437412
SOB_B_F-14-23222AB-40-012,0,12300991.796059113,0.12598122127576852,0.8723781186684412
SOB_B_F-14-23222AB-40-013,0,19276707.000246048,0.12298492419432575,0.8613766935899897
SOB_B_F-14-23222AB-40-014,0,15296293.92521899,0.12699703066809553,0.8896090045646463
SOB_B_F-14-23222AB-40-015,0,19277452.624292552,0.12986703059427157,0.880201234298995
SOB_B_F-14-23222AB-40-016,0,29946929.453377463,0.13879488282342328,0.8492713115959273
