image,label,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9
SOB_B_A-14-22549CD-40-002,0,0.0226096491227999,0.0668609022556181,0.0370676691729207,0.1181234335839229,0.2188408521302572,0.1697869674184931,0.0856610275688954,0.0784931077693989,0.0979417293232775,0.1046146616541025
SOB_B_A-14-22549CD-40-003,0,0.0247399749373356,0.0689097744360686,0.0373464912280584,0.1144956140350518,0.197105263157833,0.168386591478644,0.0876660401002231,0.0811842105262903,0.1088189223057303,0.1113471177944513
SOB_B_A-14-22549CD-40-004,0,0.028170426065154,0.0738565162907036,0.0376315789473566,0.108170426065129,0.18669486215533,0.1500657894736372,0.081870300751854,0.0843139097744096,0.1298621553884305,0.1193640350876819
SOB_B_A-14-22549CD-40-005,0,0.0210588972431011,0.0718233082706542,0.0179730576441046,0.0805545112781702,0.1579323308270181,0.1658239348370407,0.0617324561403315,0.1010213032581137,0.194279448621493,0.1278007518796592
SOB_B_A-14-22549CD-40-006,0,0.0358928571428458,0.0800219298245363,0.0394987468671555,0.1004354636591164,0.1428602756891783,0.1534805764410546,0.0846146616541088,0.0887092731829296,0.1373182957393053,0.1371679197994557
SOB_B_A-14-22549CD-40-007,0,0.0235745614035013,0.06987468671677,0.0328446115288117,0.1065194235588638,0.2096240601503102,0.1672650375939325,0.0774749373433341,0.0826723057643851,0.1232268170425679,0.1069235588972096
SOB_B_A-14-22549CD-40-008,0,0.0209649122806951,0.06736215538845,0.0364880952380838,0.1183709273182586,0.2417418546365157,0.1767857142856589,0.0810025062656387,0.0750156641603775,0.0874342105262884,0.0948339598997196
SOB_B_A-14-22549CD-40-009,0,0.0255764411027488,0.0724091478696515,0.0317418546365815,0.1038471177944536,0.2025877192981821,0.1647462406014521,0.078148496240577,0.0878226817042331,0.1159868421052268,0.1171334586465798
SOB_B_A-14-22549CD-40-010,0,0.0205733082706702,0.0630952380952183,0.0346773182957284,0.1181954887217674,0.2312155388470453,0.1838878446114712,0.0845488721804246,0.0745676691729089,0.095137844611499,0.0941008771929529
SOB_B_A-14-22549CD-40-011,0,0.0259931077694154,0.0678414786967206,0.0440037593984824,0.1207581453633706,0.220031328320733,0.1686998746866639,0.0875281954886943,0.076829573934813,0.087161654135311,0.101152882205482
SOB_B_A-14-22549CD-40-012,0,0.0189755639097684,0.0582612781954704,0.0399498746867042,0.129085213032541,0.2542794486214742,0.190557644110216,0.0853571428571161,0.0670112781954677,0.0739223057643878,0.0826002506265405
SOB_B_A-14-22549CD-40-013,0,0.0286779448621464,0.0700689223057424,0.0516666666666504,0.1252286967418154,0.2289191729322591,0.1645050125312767,0.0896083959899468,0.0747180451127585,0.0687938596491012,0.0978132832079894
SOB_B_A-14-22549CD-40-014,0,0.0266541353383375,0.0694768170425847,0.0465350877192836,0.1224655388470794,0.223956766917223,0.1704323308270142,0.0869016290726544,0.0767261904761664,0.0773245614034845,0.0995269423558585
SOB_B_A-14-22549CD-40-015,0,0.0221679197994918,0.0676159147869462,0.0360557644110162,0.1139160401002149,0.2157236842104587,0.1751754385964363,0.0822086466165156,0.0784053884711533,0.1064223057643776,0.1023088972430757
SOB_B_A-14-22549CD-40-016,0,0.0230764411027496,0.065225563909754,0.0303070175438501,0.1116635338345514,0.1948214285713675,0.1721585213032042,0.0792575187969676,0.0823120300751621,0.1285902255638694,0.1125877192982103
SOB_B_A-14-22549CD-40-017,0,0.0300532581453539,0.0719987468671453,0.0371365914786851,0.1119329573934486,0.1507644110275217,0.1523746867167442,0.0871835839598724,0.0925187969924522,0.1354166666666242,0.1306203007518387
SOB_B_A-14-22549CD-40-018,0,0.0243107769423482,0.0707581453633863,0.0401409774435964,0.1214943609022175,0.1932706766916687,0.164006892230525,0.0890444862155109,0.0836716791979687,0.1048088972430749,0.1084931077693895
SOB_B_A-14-22549CD-40-019,0,0.0191008771929764,0.065131578947348,0.0385620300751758,0.1249310776941964,0.2312562656640879,0.1799843358395426,0.0857863408521034,0.0762374686716553,0.0861936090225293,0.0928164160400711
SOB_B_A-14-22549CD-40-020,0,0.0207988721804446,0.0660369674185256,0.0402036340852004,0.1248496240601112,0.2272493734335127,0.1791196741854075,0.0882330827067392,0.076766917293209,0.0809555137844357,0.0957863408521003
SOB_B_A-14-22549CD-40-021,0,0.0228226817042535,0.067691102756871,0.0356359649122695,0.1113095238094889,0.2163283208019372,0.1745206766916746,0.0827913533834327,0.0834899749373172,0.0984116541353075,0.1069987468671344
SOB_B_A-14-22549CD-40-022,0,0.0189505012531268,0.066481829573914,0.0315256892230477,0.111751253132797,0.23725563909767,0.1818546365914217,0.0785620300751633,0.0809743107769169,0.095263157894707,0.0973809523809218
SOB_B_A-14-22549CD-40-023,0,0.0299874686716698,0.0803916040099998,0.0328038847117691,0.0960401002505964,0.1756986215538296,0.1554699248119813,0.0788784461152635,0.0918139097744073,0.1294799498746461,0.1294360902255233
SOB_B_A-14-22549CD-40-024,0,0.0218765664160332,0.0722807017543633,0.0301284461152787,0.1021835839598677,0.2020927318295106,0.1711340852129789,0.077897869674161,0.0861497493734066,0.123449248120262,0.1128070175438243
SOB_B_A-14-22549CD-40-025,0,0.029411027568913,0.0764630325814296,0.0409868421052503,0.1091071428571086,0.1913972431077094,0.1608489974936839,0.0829636591478436,0.0855106516290458,0.1040538847117468,0.1192575187969551
SOB_B_A-14-22549CD-40-026,0,0.0203132832080136,0.0661090225563702,0.0396459899749249,0.1209022556390598,0.233314536340779,0.1778916040099693,0.0832487468671418,0.0772650375939607,0.0903696741854353,0.0909398496240316
SOB_B_A-14-22549CD-40-027,0,0.0406046365914659,0.0807424812029822,0.0545927318295568,0.1170018796992114,0.1496334586465696,0.1491604010024595,0.0972994987468366,0.081838972431052,0.0973245614034782,0.131801378446074
SOB_B_A-14-22549CD-40-028,0,0.0216572681704192,0.0705043859648902,0.036052631578936,0.1106735588972084,0.2415538847117037,0.1804949874686151,0.0802412280701503,0.0783803258145117,0.0862218045112511,0.0942199248120005
SOB_B_A-14-22549CD-40-029,0,0.0221616541353314,0.0663345864661446,0.0398496240601378,0.1180764411027199,0.2467825814535567,0.1775720551377889,0.079248120300727,0.0739943609022324,0.086895363408494,0.0890852130325535
SOB_B_A-14-22549CD-40-030,0,0.0344172932330719,0.0701221804511058,0.0521052631578784,0.1259304511277801,0.1899122807016948,0.1593609022555891,0.0909711779448336,0.0725532581453406,0.0889003759398217,0.1157268170425702
SOB_B_A-14-22549CD-40-031,0,0.020429197994981,0.0630231829573737,0.0404699248120173,0.1214317042606135,0.2543327067668376,0.1805545112781389,0.0781422305764166,0.0728853383458418,0.08573308270674,0.0829981203007258
SOB_B_A-14-22549CD-40-032,0,0.0176566416040044,0.0596459899749186,0.0412061403508642,0.1311434837092321,0.2784711779447749,0.1841604010024485,0.0807268170425812,0.0671616541353173,0.0655169172932125,0.0743107769423326
SOB_B_A-14-22549CD-40-033,0,0.019235588972425,0.059589598997475,0.0392888471177821,0.1256860902255245,0.2660494987467838,0.1768295739347817,0.0791635338345616,0.0688941102756676,0.0814473684210271,0.0838157894736579
SOB_B_A-14-22549CD-40-034,0,0.0395394736841981,0.0779197994987224,0.0542575187969754,0.1196271929824186,0.1894266917292639,0.1467512531327861,0.0863377192982185,0.0799624060150125,0.0872462406014764,0.1189317042606143
SOB_B_A-14-22549CD-40-035,0,0.0219548872180382,0.0771397243107527,0.0272807017543774,0.0902662907267887,0.2293953634084494,0.1579448621553389,0.0664223057643902,0.0873840852130052,0.1371115288220122,0.1051002506265334
SOB_B_A-14-22549G-40-001,0,0.0161685463659097,0.0719768170425839,0.0371553884711663,0.1140852130325457,0.287265037593895,0.1753352130325265,0.0715131578947144,0.0757142857142619,0.0773214285714043,0.0734649122806787
SOB_B_A-14-22549G-40-002,0,0.020350877192976,0.0772932330826825,0.0416979949874556,0.114561403508736,0.2838565162906379,0.1620770676691221,0.0718264411027344,0.0796146616541104,0.0689191729323092,0.0798026315789223
SOB_B_A-14-22549G-40-003,0,0.0176002506265609,0.0726942355889496,0.0381892230576321,0.1140100250626209,0.282744360902167,0.1690758145362879,0.0731109022556161,0.07678258145361,0.076484962405991,0.0793076441102508
SOB_B_A-14-22549G-40-004,0,0.0181171679197938,0.0706672932330605,0.0363251879699134,0.1109962406014689,0.2803289473683332,0.165701754385913,0.0694642857142639,0.0775563909774193,0.0879323308270401,0.0829104010024802
SOB_B_A-14-22549G-40-005,0,0.0173652882205459,0.0698308270676473,0.0398402255638972,0.1185557644109904,0.310567042606419,0.1633771929824049,0.0696522556390759,0.0735526315789243,0.066058897243087,0.0711998746866944
SOB_B_A-14-22549G-40-006,0,0.0169517543859596,0.0746334586465931,0.0395300751879575,0.1140225563909417,0.303800125313188,0.1673684210525791,0.0704667919799277,0.0764097744360663,0.0653101503759193,0.071506892230554
SOB_B_A-14-22549G-40-007,0,0.0419705513784329,0.0773308270676449,0.055946115288203,0.1233803258144976,0.1796961152881642,0.1466008771929365,0.0894830827067388,0.0785369674185217,0.0852005012531061,0.1218546365914405
SOB_B_A-14-22549G-40-008,0,0.0191384711779388,0.0699968671678978,0.0363126566415926,0.1120989974936992,0.2682268170425225,0.1730921052631036,0.0741823308270444,0.0759899749373195,0.0823088972430819,0.088652882205486
SOB_B_A-14-22549G-40-009,0,0.0208740601503694,0.0689066416039884,0.0360776942355776,0.1120426065162556,0.2448308270675924,0.1728226817042065,0.0775845864661411,0.0769799498746626,0.0968577694235285,0.0930231829573643
SOB_B_A-14-22549G-40-010,0,0.0223590225563839,0.0697023809523591,0.0393609022556267,0.1184335839598626,0.2395739348370176,0.1711340852129789,0.0787406015037347,0.075228696741831,0.0913095238094952,0.0941572681703965
SOB_B_A-14-22549G-40-011,0,0.0182330827067612,0.0671240601503549,0.0409962406014909,0.1229072681703875,0.2879479949873784,0.1721146616540814,0.0771334586465923,0.0710902255638875,0.0680513784460939,0.0744016290726583
SOB_B_A-14-22549G-40-012,0,0.0212155388471111,0.0713471177944638,0.0412907268170296,0.1166259398495875,0.3036497493733384,0.1590350877192484,0.0690476190475974,0.0734367167919569,0.0656641604009819,0.0786873433583713
SOB_B_A-14-22549G-40-013,0,0.0222368421052561,0.0765852130325574,0.0383270676691609,0.1058239348370595,0.291929824561312,0.1537813283207538,0.0663345864661446,0.0792293233082458,0.0782142857142612,0.0875375939849349
SOB_B_A-14-22549G-40-014,0,0.0196428571428509,0.0760996240601265,0.0432800751879563,0.1204573934836715,0.3067606516289766,0.1650344611528305,0.072778822055115,0.072841478696719,0.05464285714284,0.0684617794486001
SOB_B_A-14-22549G-40-015,0,0.0171052631578893,0.071835839598975,0.0418546365914655,0.1189160401002133,0.305166040100155,0.1721177944861616,0.0750093984962171,0.071726190476168,0.0582957393483526,0.0679730576440889
SOB_B_A-14-22549G-40-016,0,0.0162468671679147,0.0627318295739151,0.0461466165413389,0.13802005012527,0.3148339598996507,0.1761842105262606,0.0783427318295493,0.0628853383458449,0.0463345864661509,0.0582738095237912
SOB_B_A-14-22549G-40-017,0,0.0180952380952324,0.0614505012531135,0.0475845864661505,0.1386779448621119,0.2979667919798565,0.1757957393483158,0.07913847117792,0.0643421052631377,0.0513659147869513,0.0655827067668967
SOB_B_A-14-22549G-40-018,0,0.0180200501253076,0.0621303258145168,0.0472807017543711,0.13676378446111,0.2987687969923876,0.1757424812029524,0.0786466165413287,0.0662374686716584,0.0511372180450967,0.065272556390957
SOB_B_A-14-22549G-40-019,0,0.0176127819548817,0.0641259398496039,0.0418890977443477,0.124909147869635,0.3014348370926374,0.1796240601503196,0.076375313283184,0.0681234335839385,0.0561090225563734,0.0697963659147651
SOB_B_A-14-22549G-40-020,0,0.0171929824561349,0.0654699248120095,0.0393609022556267,0.1195112781954512,0.3065883458645656,0.1755043859648573,0.0714974937343134,0.0716541353383234,0.0609649122806826,0.0722556390977217
SOB_B_A-14-22549G-40-021,0,0.0370895989974821,0.0717669172932106,0.0576409774435909,0.1337813283207601,0.1961748120300137,0.1527224310776463,0.0879479949874411,0.0731359649122578,0.0793546365914538,0.11038533834583
SOB_B_A-14-22549G-40-022,0,0.0169016290726764,0.0620175438596296,0.0367418546365799,0.1223903508771546,0.2871898496239701,0.1737938596490683,0.0730075187969696,0.0727850877192754,0.0795895989974688,0.0755827067668936
SOB_B_A-14-22549G-40-023,0,0.021544486215532,0.0701159147869454,0.0487562656641451,0.1300689223057236,0.2897869674184555,0.1633051378445603,0.0777036340851886,0.0714348370927094,0.0546773182957222,0.072606516290704
SOB_B_A-14-22549G-40-024,0,0.021857769423552,0.0691259398496024,0.0502412280701596,0.1347180451127397,0.2879479949873784,0.1592731829573435,0.0788721804511031,0.0703947368420832,0.0567167919799321,0.0708521303257923
SOB_B_A-14-22549G-40-025,0,0.0353884711779337,0.0690225563909558,0.0560056390977268,0.1331484962405598,0.2059680451127174,0.1555075187969437,0.0876566416039825,0.0711998746866944,0.0801096491227819,0.1059931077693903
SOB_B_A-14-22549G-40-026,0,0.0201378446115225,0.0692700501252915,0.0432048872180315,0.1235307017543472,0.2948088972430154,0.1597963659147369,0.0732832080200271,0.0733959899749143,0.0691885964912064,0.0733834586465935
SOB_B_A-14-22549G-40-027,0,0.0286434837092642,0.0666478696741645,0.0537907268170257,0.1299279448621146,0.2918640350876278,0.1484649122806552,0.0752412280701518,0.0697023809523591,0.0555106516290552,0.0802067669172681
SOB_B_A-14-22549G-40-028,0,0.0195895989974875,0.0754417293232846,0.0422650375939717,0.1142512531327962,0.3133803258144381,0.1549436090225078,0.0713220551378222,0.0770081453633843,0.0600031328320614,0.0717951127819323
SOB_B_A-14-22549G-40-029,0,0.0189442355889664,0.0681798245613821,0.0426253132831946,0.123746867167881,0.2966259398495311,0.1656140350876674,0.075557644110252,0.0709116541353161,0.0639129072681504,0.0738815789473452
SOB_B_A-14-22549G-40-030,0,0.016629072681699,0.0673402255638886,0.0424310776942222,0.1214974937342977,0.3006986215537905,0.1732111528821512,0.075416666666643,0.0702788220551158,0.0638001253132632,0.068696741854615
SOB_B_A-14-22549G-40-031,0,0.0205263157894672,0.0699154135338126,0.0443953634085073,0.1189035087718925,0.2862437343357499,0.1618796992480695,0.0773370927318053,0.0735839598997263,0.0682769423558683,0.0789379699247873
SOB_B_A-14-22549G-40-032,0,0.0408270676691601,0.0771647869673943,0.0561748120300575,0.1230795739347985,0.1776817042605959,0.1476973684210063,0.0918139097744073,0.0799216791979699,0.0835902255638835,0.1220488721804129
SOB_B_A-14-22549G-40-033,0,0.0296804511278102,0.0744172932330593,0.0445457393483569,0.1162719298245249,0.2334335839598266,0.1566604010024571,0.0790100250626318,0.0787030075187723,0.0828978696741594,0.1043796992480876
SOB_B_A-14-22549G-40-034,0,0.0170206766917239,0.0632675438596293,0.0401221804511152,0.1201284461152505,0.2926597744359985,0.1702976190475656,0.0696553884711561,0.0700344611528602,0.0841572681703997,0.0726566416039872
SOB_B_A-14-22549G-40-035,0,0.0157393483709223,0.0614379699247927,0.0397149122806893,0.1257236842104869,0.2968922305763481,0.1781046365914229,0.0773088972430835,0.0679761904761691,0.066466165413513,0.0706359649122585
SOB_B_A-14-29960CD-40-001,0,0.0233208020050052,0.0822431077693977,0.0531265664160234,0.1382675438596058,0.255375939849544,0.156563283207971,0.0718671679197769,0.0835651629072419,0.0499216791979793,0.085748746867141
SOB_B_A-14-29960CD-40-002,0,0.0264066416040017,0.0920488721804222,0.052963659147853,0.1267888471177547,0.2524686716791189,0.1440444862154937,0.0697556390977225,0.0914285714285427,0.0571177944861976,0.0869768170425792
SOB_B_A-14-29960CD-40-003,0,0.0302506265664065,0.0979072681703954,0.0609649122806826,0.1254323308270283,0.2481077694234811,0.1486152882205048,0.0758615288220313,0.0918515037593697,0.0416760651628942,0.0793327067668924
SOB_B_A-14-29960CD-40-004,0,0.0239661654135263,0.0965601503759095,0.0446929824561263,0.1101033834586121,0.2501441102756108,0.1520770676691253,0.0644768170425863,0.1034617794485891,0.0606234335839409,0.0938941102756598
SOB_B_A-14-29960CD-40-005,0,0.0246710526315712,0.0917230576440815,0.052098997493718,0.1265507518796596,0.2599342105262343,0.1465319548871721,0.0695426065162689,0.0922587719297956,0.051550751879683,0.0851378446115021
SOB_B_A-14-29960CD-40-006,0,0.0226096491227999,0.0818358395989718,0.0494705513784306,0.1347399749373011,0.2545206766916495,0.1576503759398002,0.0691134085212816,0.0857393483709004,0.0578571428571247,0.0864630325814265
SOB_B_A-14-29960CD-40-007,0,0.0246146616541276,0.0880075187969649,0.0537499999999831,0.1309555137844201,0.2475595238094462,0.1531171679197515,0.0739160401002274,0.0880952380952105,0.0510275689222897,0.0889567669172653
SOB_B_A-14-29960CD-40-008,0,0.0291290726816951,0.0990194235588662,0.0549718045112609,0.1214974937342977,0.2363408521302517,0.1432205513784012,0.0749436090225329,0.0957487468671379,0.0519392230576278,0.0931892230576149
SOB_B_A-14-29960CD-40-009,0,0.0311027568922208,0.0942700501252837,0.0563345864661477,0.1214223057643729,0.240050125313208,0.1434304511277746,0.0732393483709043,0.0927349624059859,0.0552725563909601,0.0921428571428282
SOB_B_A-14-29960CD-40-010,0,0.0339692982456033,0.0977067669172626,0.05558583959898,0.1163972431077329,0.2241008771929122,0.1454323308270221,0.077001879699224,0.0950939849623762,0.0570895989974758,0.0976221804510972
SOB_B_A-14-29960CD-40-011,0,0.0313189223057546,0.1015570175438278,0.0525469924811865,0.1123527568921953,0.2552161654134539,0.1411309523809081,0.069953007518775,0.0986810776942046,0.0514066416039939,0.0858364661653866
SOB_B_A-14-29960CD-40-012,0,0.0336152882205408,0.1003258145363094,0.0482738095237944,0.1075031328320465,0.2307800751878976,0.1395927318295302,0.0674780701754174,0.101732456140319,0.06783208020048,0.1028665413533512
SOB_B_A-14-29960CD-40-013,0,0.0301033834586371,0.088590225563882,0.0583114035087536,0.1261466165413138,0.255642230576361,0.1465695488721345,0.073988095238072,0.0863220551378175,0.0518984962405852,0.0824279448621295
SOB_B_A-14-29960CD-40-014,0,0.031074561403499,0.0865288220551107,0.0591134085212847,0.1277412280701354,0.2441478696741089,0.1473746867167458,0.0759837092731591,0.0840413533834323,0.0566760651628895,0.087318295739321
SOB_B_A-14-29960CD-40-015,0,0.0311027568922208,0.0962468671678896,0.053245614035071,0.1220363408520921,0.241290726816967,0.1494893483708805,0.0708489974937121,0.0923809523809234,0.054768170426048,0.088590225563882
SOB_B_F-14-14134-40-001,0,0.020538847117788,0.0712907268170202,0.052963659147853,0.1360401002505839,0.3277318295738322,0.153894110275641,0.0698558897242889,0.0691948621553668,0.037716165413522,0.0607738095237904
SOB_B_F-14-14134-40-002,0,0.0213533834586399,0.0672305764410817,0.0536998746866999,0.1437719298245163,0.3095018796991511,0.1640632832079686,0.0731986215538617,0.0660150375939642,0.0383834586466045,0.0627819548871983
SOB_B_F-14-14134-40-003,0,0.0245708020050048,0.0664285714285506,0.0541791979949704,0.1495018796992012,0.2709805764410178,0.1746491228069628,0.0753320802004776,0.0645144110275487,0.0456829573934694,0.074160401002483
SOB_B_F-14-14134-40-004,0,0.0203446115288156,0.0735808270676461,0.0506923558897084,0.1334461152881787,0.3196804511277194,0.1582800751879203,0.0696585213032363,0.0734586466165183,0.0396021303258021,0.0612562656641412
SOB_B_F-14-14134-40-005,0,0.0223214285714215,0.0748339598997259,0.0489724310776788,0.1270833333332935,0.3204229323307266,0.1534492481202526,0.0683865914786753,0.0714254385964688,0.0442073934836954,0.0688972431077478
SOB_B_F-14-14134-40-006,0,0.0214003759398429,0.0781766917292988,0.0475031328320653,0.1218295739347989,0.3018609022555445,0.1539912280701272,0.0659210526315583,0.0773402255638855,0.0641353383458445,0.0678414786967206
SOB_B_F-14-14134-40-007,0,0.0222149122806947,0.0702005012531108,0.0501660401002349,0.135726817042564,0.2867857142856244,0.1648370927317779,0.0698402255638879,0.0697305764410809,0.0617825814536147,0.0687155388470962
SOB_B_F-14-14134-40-008,0,0.020773809523803,0.0709586466165191,0.0505106516290568,0.1271741854636193,0.3397744360901191,0.1468640350876733,0.0694830827067451,0.0673872180450916,0.0420676691729191,0.06500626566414
SOB_B_F-14-14134-40-009,0,0.0182080200501196,0.0640664160400801,0.0453070175438454,0.1316510025062244,0.3222901002505256,0.1579104010024568,0.0692011278195272,0.0675720551378234,0.0548778195488549,0.068916040100229
SOB_B_F-14-14134-40-010,0,0.01931390977443,0.0613220551378254,0.0536152882205345,0.1426503759398049,0.3153164160400015,0.1635401002505753,0.0752506265663924,0.0623966165413338,0.0433270676691593,0.0632675438596293
SOB_B_F-14-14134-40-011,0,0.0192011278195428,0.0669956140350667,0.0538408521303089,0.139605263157851,0.3018828320801059,0.1624592731829065,0.0761372180450889,0.0692794486215321,0.0446992481202867,0.0658991228069969
SOB_B_F-14-14134-40-012,0,0.023129699248113,0.0683364661653921,0.0536685463658979,0.1375501253132401,0.3029479949873737,0.1583991228069679,0.0729229323308042,0.0671710526315579,0.0460338345864517,0.0698402255638879
