image,label,glcm_0,glcm_1,glcm_2,glcm_3,glcm_4,glcm_5,glcm_6,glcm_7,glcm_8,glcm_9,glcm_10,glcm_11,glcm_12,glcm_13,glcm_14,glcm_15,glcm_16,glcm_17,glcm_18,glcm_19
SOB_B_A-14-22549AB-40-011,0,165.68951334380142,213.68045087959152,40.080977210550806,179.73732647895628,9.455648351648415,10.810687166910252,4.303958662751176,9.748639343489094,0.1469588150429944,0.1315363416519805,0.276803536019783,0.1449623262263374,0.0208735379275769,0.0197846307272984,0.0299894221479344,0.0206889925105849,0.8714099822796753,0.8342049237038476,0.9689070350329404,0.8605417968900336
SOB_B_A-14-22549AB-40-012,0,144.1580816326549,184.6844911883541,34.74206887031549,155.1082205348291,8.778489795918485,10.031489254665145,4.103242727706166,9.048040371645468,0.1486452223891838,0.1315104792463498,0.2713518119558673,0.1443498465755291,0.0199782854697789,0.0187911034124654,0.0288432192448,0.0197428471781932,0.877319161289692,0.8428540095519232,0.9704513724070936,0.8680206094451781
SOB_B_A-14-22549AB-40-013,0,106.32275667190152,139.13805593548062,30.06471964962425,119.75806253831894,7.0791459968603965,8.125960162869948,3.4468256657379466,7.448728953449899,0.20426738767834,0.1849821996318896,0.352147013616252,0.1975708770001482,0.0307352660712122,0.029192835603173,0.0414557706187331,0.0300555589387718,0.8898076464347892,0.8557694441369823,0.9688386312291544,0.8758588395098958
SOB_B_A-14-22549AB-40-014,0,82.86531554160247,107.87733811253032,25.88631629144365,95.08349761826108,6.253058084772492,7.156704239965895,3.231577692442779,6.670958512160146,0.206203504832113,0.1857768070454819,0.3429329581466042,0.197025876078932,0.0288488153066902,0.0272134694302464,0.0400108815061533,0.0281184202994084,0.8996428399888363,0.8693129546965545,0.9686758648224222,0.8848120228303481
SOB_B_A-14-22549AB-40-015,0,119.8260784929369,142.93632347623674,28.981759656651803,140.60079548491532,7.700163265306224,8.397959408259684,3.597338302838567,8.31016365608627,0.1693909803977248,0.1581108894435433,0.3096328701137267,0.1599523939061691,0.0238505960602052,0.0229663249376435,0.0349801777220237,0.023174814231592,0.8864926739731777,0.8644990835717425,0.9725422789125724,0.8667127603213658
SOB_B_A-14-22549AB-40-016,0,127.63667189953172,146.05665864893248,33.59027620912033,158.74195789903857,8.255874411303102,8.865141725227419,4.083135682553949,9.190171202188242,0.1461977168924999,0.1365125552689995,0.265784033981868,0.1335181264959553,0.021697983230839,0.0209807744076022,0.0310164592350146,0.0207294780057737,0.8823864288613376,0.86535742607947,0.9690189202805948,0.8536631289572875
SOB_B_A-14-22549AB-40-017,0,131.22831083202698,154.1514817085624,40.04095135908352,170.8504205379733,7.903130298273269,8.528849691081344,4.132171899706232,9.092442893301197,0.1747465311050737,0.1649907983977351,0.2861354013521725,0.1547328325397176,0.0222164694501039,0.0215680287561645,0.0305850647403337,0.0207550659660005,0.899386722725632,0.8818952257741505,0.9693117395734232,0.8691012749468112
SOB_B_A-14-22549AB-40-018,0,72.03268759811722,82.38976874341579,15.176671560876144,83.93098775330294,5.711199372056592,6.134031347765125,2.414028185628546,6.134286028706475,0.2207338196150487,0.2054780666030313,0.4097609960576477,0.208161857683642,0.0316839789904613,0.0305626640574416,0.0482749755452683,0.0307089476281509,0.8995307680701669,0.8850276291321219,0.978803453260738,0.8828769683660406
SOB_B_A-14-22549AB-40-019,0,77.85926216640604,88.81411121067583,16.17520957257212,90.01204860947112,5.914062794348573,6.3199798770613125,2.511830810932865,6.346737096951561,0.2155500247527851,0.2034654667237951,0.3950988505800243,0.2024728038059694,0.0325399642191488,0.0315152697452399,0.0482994798990973,0.0314755092107504,0.8944764351758789,0.8796347167315144,0.978113480600732,0.8780103758063009
SOB_B_A-14-22549AB-40-020,0,27.344188383045747,53.82313823515521,17.72033669653371,29.360527598295448,3.035824175824201,4.165448285619908,2.277605225510104,3.152563316511769,0.4213016442774461,0.3780099681655793,0.5014851434972711,0.4034861072998285,0.086371304138467,0.0824743682185431,0.0978442758920821,0.0836779383775108,0.9776478848166708,0.9560215596315128,0.9855162452795688,0.9760097733159248
SOB_B_A-14-22549AB-40-021,0,47.47138461538511,76.30383121885214,14.787308937579876,39.93924444654049,4.129475667190005,5.229467528179882,2.294286323820984,3.772790013991668,0.3596048079956667,0.3252195083470632,0.4621020859665674,0.3579162124139248,0.0756297208831645,0.0719702466159761,0.0877816609093611,0.0736565469471435,0.96491053337024,0.9435891256160068,0.9890639478728472,0.9704732521270808
SOB_B_A-14-22549AB-40-022,0,56.78316483516607,84.08160166014132,17.787876791405974,55.49895455045632,4.762731554160226,5.8840195569808085,2.60480197274298,4.615456932195046,0.2940298860161481,0.2593357225344301,0.4155314810124723,0.2945266915334356,0.0416689841145654,0.0388912261344864,0.051171126913422,0.0413490077283219,0.9470870562859453,0.9216563260780496,0.9834352841690688,0.948288474311372
SOB_B_A-14-22549AB-40-023,0,64.08256828885436,86.60664056972998,20.747298772682395,73.6296436038918,4.659472527472588,5.388196638840356,2.5696013101422803,4.919196968982296,0.3704637468660945,0.3504240344976789,0.4672130156006333,0.3537372108452771,0.0698516720915443,0.0670279266073917,0.0801447942697488,0.0672954180036418,0.9346735307266354,0.9117260405292186,0.9788848324701194,0.9249528597891216
SOB_B_A-14-22549AB-40-024,0,83.31338461538621,106.90315206967443,20.02273925156214,89.41122482667419,6.173780219780314,6.990743448254026,2.723803428456631,6.341130972032152,0.2197703190533827,0.2024051887963805,0.3972253437191997,0.2127201969928046,0.0293046114168096,0.027799668849842,0.0442277063133539,0.0289363155293541,0.8855375939158532,0.8530662439253052,0.9725340171665932,0.8771075651067944
SOB_B_A-14-22549AB-40-025,0,84.14404395604458,92.8154192016845,13.271616093165562,92.28644688644668,5.257117739403518,5.574758288921338,1.9627977310945215,5.4742033360058535,0.361209415843176,0.3447989290675632,0.5120804446122905,0.3480337376003961,0.0817725094076884,0.079116057016077,0.0962950747683498,0.0790585307045449,0.9274353342353951,0.919938561775385,0.9885485686510884,0.9203942540629748
SOB_B_A-14-22549AB-40-026,0,112.4541726844597,146.90156424405313,31.67400798132629,124.68596582244469,7.122631083202607,8.236016915845203,3.448039806239445,7.4202707164079635,0.2165408608799481,0.194190222057665,0.3513445539585664,0.2096032078894468,0.0294046805504833,0.027640026613031,0.0400428882045217,0.0289099507112228,0.9102680636560644,0.8827731516242521,0.9747649641459738,0.9005012269227927
SOB_B_A-14-22549AB-40-027,0,133.76644270015794,160.1429388922942,33.44040985869475,157.94372180037334,7.7326153846155075,8.466893049725622,3.5608136937478863,8.382357842443636,0.2381184711525004,0.2249419923675745,0.3626101190058504,0.2233919570383823,0.0426580812990991,0.041180899029066,0.0521394600367511,0.0407358952086476,0.9210148101798156,0.9054151842379844,0.9802411306354722,0.9067141713166832
SOB_B_A-14-22549AB-40-028,0,117.82832339089582,143.5064503450769,29.95048063649777,138.52675250357663,7.167017268445913,7.941784967536001,3.377324749642289,7.721526827964505,0.2489518492078063,0.2325566244063668,0.3754935533016947,0.2364626590581412,0.0462007533504348,0.0444342641615096,0.0563546291768279,0.0444085360345807,0.9137421238269272,0.8949121458609406,0.9780623138135212,0.8985592531205788
SOB_B_A-14-22549AB-40-029,0,98.82060596546422,121.8803062459704,22.87292309815986,108.31691112892744,6.421742543171207,7.202050024367572,2.7565789473683613,6.628194123473019,0.2569144221419819,0.2369565809203581,0.4114368171988271,0.2467002882192518,0.0407733302700041,0.038945571551691,0.0526493169955913,0.0394957722962224,0.9112696839898452,0.8905926944377648,0.97946951359422,0.9027680110813756
SOB_B_A-14-22549CD-40-001,0,31.758012558870075,35.74040780392712,12.656937856085028,46.97357921048886,3.585020408163312,3.816290147620592,2.115086087894976,4.3653130846263375,0.3396167452544442,0.3213111462588037,0.4730205618600003,0.3015997544023852,0.0522170578616579,0.0504990817811629,0.0666074950452074,0.0486495134430329,0.937095058744024,0.9291883993713562,0.974902999826294,0.906932645265509
SOB_B_A-14-22549CD-40-002,0,34.33033281004739,35.21728057350357,12.065328288532358,50.52962316653289,3.648423861852459,3.6888427738212735,2.137756318550288,4.494885943812934,0.3224515380220116,0.3147996311767345,0.4414811770927912,0.277703659357052,0.0535399008784884,0.0531580890766765,0.0676552972097618,0.0488493643468296,0.9095475983212202,0.9071701288023069,0.968287126435638,0.8668078614848101
SOB_B_A-14-22549CD-40-003,0,38.175927786499145,40.8856702667861,14.700518284265549,56.396475341539606,3.627758241758272,3.719665456146107,2.2140087342820367,4.517653162288287,0.3454446223649313,0.337363795261924,0.452121093169737,0.2982971340592068,0.0607979900534374,0.0600865673047245,0.0734235164336013,0.0560486643322432,0.9114205318782976,0.9051672423642534,0.9658738865104828,0.869190665175054
SOB_B_A-14-22549CD-40-004,0,30.405667189953142,27.316342027071265,11.723957156840529,48.13596189218495,3.555368916797519,3.3813894260245743,2.166487839771086,4.469046832995288,0.3385653806984411,0.3349769019439381,0.4475818230690505,0.301986192334857,0.0573296403459162,0.0571058609176497,0.0699120056615704,0.0533163311943138,0.9208556497899932,0.9288965013855008,0.9694945854101398,0.8747025919358167
SOB_B_A-14-22549CD-40-005,0,45.00197802197841,47.84590545363047,7.762571217026744,52.46282444308206,3.690329670329697,3.822707478501436,1.4126603167432066,3.954984357559451,0.4372140807613782,0.4225173563771473,0.5949952462781458,0.423182404516254,0.1071009911706605,0.104278016352985,0.1272809425279063,0.1043757724385862,0.9326316104860188,0.92835680270439,0.9883600797016656,0.9214434780283683
SOB_B_A-14-22549CD-40-006,0,49.78789324960808,58.27498938829412,18.21727154079748,64.61779936801356,4.255773940345415,4.6963448568598425,2.537283839068327,4.882724142809916,0.3365797609226393,0.3128553373421754,0.4425320113814125,0.3113158428297183,0.0536291231523933,0.0511916070315273,0.0650283602389713,0.0510429883483116,0.9122784890401642,0.8972550638452979,0.967855582791215,0.8860722936249764
SOB_B_A-14-22549CD-40-007,0,63.19109576138215,74.16245814271532,20.20071279773085,82.43234762376359,4.8171930926216975,5.212894401735542,2.6331915267424386,5.525086072725497,0.3220699401897583,0.3050138102822614,0.4351947678814547,0.2968165184104891,0.0717861934339015,0.0697161435248019,0.0846217046327181,0.0692323402643802,0.9291108464243624,0.9168016327679844,0.9773286354033416,0.9075239660516738
SOB_B_A-14-22549CD-40-008,0,72.34650235478841,86.14939080947616,23.23571894686623,93.91194956688464,5.433510204081689,5.922422927573075,2.933150114198196,6.246826706912494,0.2687853368463271,0.251012347128404,0.3914951520132456,0.2424668238146602,0.0389997543434786,0.0374523457490005,0.0499590477861007,0.0366389536283889,0.9223405970730454,0.9075440776204258,0.9750565056413124,0.8992132943725776
SOB_B_A-14-22549CD-40-009,0,47.23589638932518,55.93352513009151,15.170290264287209,60.29604615699039,4.225127158555754,4.614082912795318,2.294245538739525,4.746579886493995,0.3281376860907711,0.3066366859016477,0.4582476467958374,0.3087471943302491,0.0544627829038085,0.052418748970718,0.0678117307303647,0.0523532813113922,0.9218272217927372,0.9073931436083308,0.9748790012251431,0.9001699729159423
SOB_B_A-14-22549CD-40-010,0,45.92444583987472,53.037189705859085,17.61437078031255,65.6781147321916,4.285098901098931,4.668090993412856,2.577250081570142,5.130902859658157,0.3101784585492978,0.2879056077120532,0.4208757989407716,0.2780266854244564,0.0495059477388301,0.0476731824162275,0.0598235347941657,0.0463669038961844,0.9450068934963964,0.936500706939512,0.9788967467793476,0.9213664166017091
SOB_B_A-14-22549CD-40-011,0,58.68534065934156,62.66435567293925,21.471575935546703,86.72091056296985,4.922477237048732,5.126340612177464,2.986440529076598,6.02975050700363,0.2826295997760567,0.2694758556338172,0.36909270688413,0.2447401273649148,0.0430551771044632,0.0417706771229517,0.0517910351810624,0.0396534301094988,0.9079286822088528,0.9015958730499192,0.9662807820966712,0.863818452728647
SOB_B_A-14-22549CD-40-012,0,66.39428257456876,73.27679416434738,23.900038902692824,96.61372132874192,5.287827315541638,5.596899809775273,3.1354943151870702,6.488078730997101,0.2681828161124016,0.2515615235998854,0.3648804632550949,0.228227156316848,0.0404026566137095,0.0389740039365458,0.049609943247781,0.0367834019489054,0.8985784150072158,0.8880980465724317,0.9634757015981956,0.8524600838180115
SOB_B_A-14-22549CD-40-013,0,75.5119654631088,85.79553836721135,28.518434856812704,105.6604945840981,5.888467817896442,6.247417818233199,3.573319027181625,7.078620949865488,0.2255362374781439,0.2174760175838967,0.3099628623432134,0.1910747029784341,0.0365658600548644,0.0356180228258628,0.0449666844860148,0.0333542405573106,0.8723826639550151,0.8549212498643332,0.9517701726869308,0.8213297978451757
SOB_B_A-14-22549CD-40-014,0,57.09689795918432,69.23657972928277,20.983858519689548,76.05772453583545,4.943667189952955,5.429810246977564,2.9060531335491424,5.7425741640332975,0.2554553765207292,0.2373492606079144,0.3652036821236615,0.2267789843681834,0.0426436903284091,0.0409162910768697,0.0540337524013605,0.039765402363917,0.8734340240394466,0.8465995013309845,0.9535529109484848,0.8314858780529529
SOB_B_A-14-22549CD-40-015,0,51.3336200941921,56.448442830417065,15.63619079888548,67.66243456114682,4.27410989010994,4.523488814475886,2.2716788394447964,4.964539609174714,0.3166756182070224,0.3013056633003647,0.4498268513887191,0.2858945141239578,0.0459301720258136,0.044545107820937,0.059450278371885,0.0431700534985711,0.9089471662269384,0.8999226281410034,0.9723330815487295,0.8800411112855087
SOB_B_A-14-22549CD-40-016,0,24.112643642072367,32.5995283686268,10.688342368797468,31.402606549387304,3.0722543171114847,3.496231665330333,1.9345964159325175,3.5567419704758376,0.3715670037879356,0.3468362383155706,0.4832936860374203,0.3412851781255644,0.0601207412451756,0.0574113720569197,0.072063445313959,0.0570275391414904,0.9407281501651475,0.9198769903835065,0.9737381629274506,0.9228187120273564
SOB_B_A-14-22549CD-40-017,0,20.903604395604575,22.119678032982502,11.371003062018294,34.55656903897225,2.907786499215094,2.916011885110577,2.035241447682136,3.649112546966592,0.3855308481509999,0.385689756180682,0.468703264475069,0.3448098829048223,0.0767020119530681,0.0752122682752841,0.0886810534986135,0.0730310441470922,0.9692398951365032,0.9674269725926764,0.9832402358927698,0.9491126597232152
SOB_B_A-14-22549CD-40-018,0,26.965268445840184,27.3749972488168,10.48768604271756,40.90423682183318,3.318662480376815,3.3914791931958965,2.001490224129692,4.045962049395467,0.3294885156591459,0.3205906647941995,0.4487890462678339,0.2888827497905705,0.0504017643771023,0.0494105806254488,0.0625860090550338,0.0464857968400347,0.9457312712845716,0.9449233614482956,0.9789044433745056,0.9177033121108944
SOB_B_A-14-22549CD-40-019,0,28.899664050235728,34.184860632929045,11.060794869864102,39.66605983430002,3.632405023547921,3.90130327469378,2.0774540069773706,4.262308792780845,0.2931454303850561,0.2805704082916512,0.4396807207325634,0.2605673143812389,0.0435628635861277,0.0424094147456463,0.0581171840240224,0.0406788881259754,0.9375086415505256,0.9260939957741188,0.9761087245493744,0.9142442607390852
SOB_B_A-14-22549CD-40-020,0,28.439155416012756,33.3650741247306,10.096155535476663,37.21983052712656,3.6933029827315806,3.986112028172089,2.106270235675004,4.280604945840948,0.2861833154185614,0.2703185849004599,0.4189558668689646,0.2520354615795941,0.0516028815510715,0.049961535478569,0.0674290174444915,0.0481234086923327,0.8964395128108188,0.878529890048911,0.9634420459259994,0.8644952085183215
SOB_B_A-14-22549CD-40-021,0,23.599519623234,24.45256174440708,7.684721908490778,31.592016852960917,3.3089136577708222,3.368532754798825,1.7814703963054903,3.831448379946215,0.3178403891371077,0.3109419392781068,0.4717256573060251,0.289963383355086,0.0538009907582272,0.0531689922037597,0.0715411331763391,0.0506221608728106,0.9026171564296148,0.8990639513709157,0.9682944983731614,0.8695971096709353
SOB_B_A-14-22549CD-40-022,0,29.23111773940369,29.42428587149584,8.215166403132235,39.86160134572138,3.612700156985905,3.604291845493526,1.7931098310870004,4.249043374365215,0.303179097152691,0.3012236315278779,0.4756929200442241,0.2704231900774782,0.0555005264531211,0.055569056750855,0.0766871420741126,0.0517139832970976,0.8765207786334259,0.8756016013020276,0.9652671179041704,0.8314751607611534
SOB_B_A-14-22549CD-40-023,0,36.32659340659372,38.87396123190104,7.924500539617968,42.81100787624375,3.6648854003140015,3.80891697715728,1.7203492457897174,4.009995440896679,0.3339860544583118,0.3190428464446694,0.4936663929441331,0.3121008956167406,0.0525209287272991,0.0512602660663527,0.069905937807506,0.0503642401311066,0.912550352089368,0.906413891883637,0.9809300273642162,0.8969351762395251
SOB_B_A-14-22549CD-40-024,0,37.77777394034562,48.39332169975923,10.107154958210884,38.18040843276896,3.619186813186841,4.103784055715341,1.7297862861732225,3.696879372415826,0.3402606711837802,0.3151623859288657,0.5007207584110794,0.3257566734610032,0.0547597729577866,0.0523730414585834,0.0714231334401862,0.0534383376036394,0.9326461745352616,0.913694975698858,0.981984328134432,0.9319087185080897
SOB_B_A-14-22549CD-40-025,0,34.25373626373675,48.24033077080242,12.624789799964724,35.96558663082249,3.772266875981221,4.420280149035427,2.146920412619513,3.9021050480277353,0.2948679726138321,0.2660912412435231,0.4395937719407827,0.2853076180624238,0.0491844299821424,0.0462825676090735,0.0647133919937486,0.0481885064444925,0.9156496853239692,0.8810967848129208,0.9689069316210138,0.9113511005198084
SOB_B_A-14-22549CD-40-026,0,45.43182417582453,62.175808454778064,15.025732249077478,49.28798754893153,4.383585557299896,5.146633338049576,2.439813769043478,4.500702730745599,0.2884837787849864,0.2594375834593681,0.4214221296208259,0.2824558837305212,0.0438826880051092,0.0411208909824302,0.0574263863457248,0.0434219973537131,0.9151237830795076,0.8837759691751818,0.9719140720488704,0.9078664452941776
SOB_B_A-14-22549CD-40-027,0,41.9164772370491,57.09694540080771,22.047100494440475,57.05092046722911,4.314480376766143,5.209262840164051,3.1853744697939046,5.165501737175473,0.2751957571944354,0.2305451263976173,0.3263690927866496,0.2326773935344694,0.0397572871616057,0.036138148962419,0.0450383191284556,0.0363437652812276,0.9367217541914292,0.9138403968066092,0.96673000519369,0.913909770002556
SOB_B_A-14-22549CD-40-028,0,65.01054945054993,78.49450863871414,17.35462942047521,77.17246930465764,5.258499215070695,5.830564857174278,2.6270737645257407,5.721856969925597,0.2649559420438673,0.2453898920376071,0.4025846222322383,0.2506680717696092,0.0409249389952314,0.0391303855153576,0.0538236678676705,0.0394617141663268,0.9371657035102784,0.9240763265925052,0.9832528725907445,0.9253547222659604
SOB_B_A-14-22549CD-40-029,0,73.29699843014197,93.53016711471555,27.05708029013822,95.44589287679268,5.553507064364266,6.29575060132993,3.171309891323378,6.259934914870418,0.2574547946043031,0.2363049807913856,0.3814308378980567,0.2421438394451809,0.0417561035677369,0.039865117555097,0.0527939114477732,0.0402791594021231,0.953706956746828,0.9409236013227072,0.9829044878852116,0.93971316986126
SOB_B_A-14-22549CD-40-030,0,73.52665620094317,100.2945054945042,35.73859900107888,101.62823814239933,5.561971742543221,6.632074077567522,3.885770398815286,6.658614347026222,0.2539767707531871,0.2194838280942097,0.3104173273632171,0.2189184055747564,0.0356004553040201,0.0328842812388728,0.0408693062920318,0.0329046079434713,0.956424134005953,0.9405798832408666,0.9788167427200652,0.9397894826280307
SOB_B_A-14-22549CD-40-031,0,74.43634850863556,86.26034051784978,25.92142910925319,103.02735461962844,5.480624803767763,5.855246899023614,3.0600544637702427,6.440393654985776,0.2593528691572327,0.2467947078200601,0.3946358054229348,0.2366520553682452,0.0294557018351293,0.0285705625772919,0.0392104772364691,0.0277669594599121,0.947809981009556,0.9395136349336468,0.9818206372666636,0.927756921462548
SOB_B_A-14-22549CD-40-032,0,61.69172370486751,74.11713436777738,23.49252691815336,86.368026537124,5.137770800627994,5.585171909635324,3.037628943603591,6.164476724991641,0.2437386796737027,0.2305418316755854,0.3639094344893959,0.2119260643304335,0.0332884910569341,0.0323865115815292,0.0435487940494533,0.030504174117519,0.9122437411103164,0.8945140096953687,0.9665724815455968,0.8770770902460849
SOB_B_A-14-22549CD-40-033,0,59.886207221350624,64.69503372164264,24.44736214642433,93.63338206857397,5.013704866562044,5.126394063733038,3.068995808548505,6.341998773758342,0.2724307427207196,0.2704045272044667,0.3746788948310031,0.2307782499243933,0.0363557007015368,0.0361289776335096,0.0454618242665835,0.0329901327122608,0.9281989692326256,0.9224706075649136,0.9707318457687096,0.88779167379088
SOB_B_A-14-22549CD-40-034,0,64.78245211930977,71.01784967535964,24.365572371558017,89.58152462701706,5.493729984301467,5.797789620965522,3.283701026529071,6.490345705796262,0.2219963644776633,0.205735633978845,0.3208550258438996,0.1963619591567981,0.0366857079226565,0.0355706261639195,0.0464243118241832,0.034251730567385,0.8878555661752717,0.8770436500127698,0.9577793222805904,0.8449041350597287
SOB_B_A-14-22549CD-40-035,0,65.83913971742616,63.647100253108526,14.049340536605929,87.85093933248352,4.869789638932562,4.741152981496271,2.0847043395326343,5.637365781571721,0.3238425007967532,0.318870632113807,0.4907667585107862,0.3008927322295414,0.0487063913883339,0.0477068888193819,0.0623327469998805,0.0464834390341315,0.9323654224620144,0.934637824374863,0.9855865747098824,0.9097818065116842
SOB_B_A-14-22549G-40-001,0,125.36794976452344,147.2640129541412,27.41006262078585,145.82628558851678,7.470788069073904,8.076772154883628,3.135171171849424,8.021836532566024,0.2121614840854774,0.1999903238725145,0.3863829949796227,0.2009867215925178,0.0320355965249394,0.0309273094204644,0.0468008724138741,0.031013829212551,0.890489399104721,0.8713340366055373,0.9760403326689486,0.872590292750966
SOB_B_A-14-22549G-40-002,0,114.86236734694154,135.45886588375583,24.400010666866866,128.20653681082754,7.240100470957751,7.864651228599505,3.045989885299744,7.647339213004326,0.1913142198392132,0.179810823660048,0.3597674538377193,0.1825290669698343,0.0314559298742146,0.0304473657122991,0.0469723312237525,0.0307498966120629,0.8644439133861083,0.8400395667839189,0.9711785331756264,0.8486023884865129
SOB_B_A-14-22549G-40-003,0,79.93766091051941,93.10778348975614,16.232371432873773,91.05660834158569,6.003092621664153,6.4709050606045,2.540637627688622,6.39578990394427,0.2226176440890415,0.2105349270199336,0.3992929274204392,0.2101405707538252,0.0365981374821233,0.0354839399710436,0.0539572747105239,0.0355724525168591,0.8950249540490388,0.8776782791902557,0.9786473158264668,0.880373276344098
SOB_B_A-14-22549G-40-004,0,67.55406593406671,79.35514785643488,12.278213864417694,72.13883884355913,5.579120879120932,6.052382524485443,2.26639874005469,5.770645663349451,0.2398035367318033,0.2253401567049901,0.4205427645941817,0.2318907301772061,0.037786124586357,0.0364256535359823,0.0539799536234126,0.0370538552079287,0.9177511243153604,0.9033939365539402,0.985044055925312,0.9121791633526624
SOB_B_A-14-22549G-40-005,0,95.22876295133634,124.30192897231252,20.30486848379854,96.22465688817444,6.883833594976542,7.911286138753745,2.9529936249779825,6.867364681098441,0.1908216170759739,0.170874449916529,0.3530578846732283,0.1901854126738821,0.0288335966431505,0.0270985843349601,0.04290243071611,0.0288710906583783,0.8873126436690681,0.8529314703365656,0.9759729685265378,0.8861508123116715
SOB_B_A-14-22549G-40-006,0,85.5554254317124,99.00618780361168,14.659209271390074,92.61619896555416,6.557692307692381,7.057300067600405,2.536257937404267,6.823433790815688,0.1867553756480879,0.1753334475161216,0.3783228434916146,0.1795709337447721,0.0323876707536988,0.0313095912736343,0.0504561135340394,0.031760378729013,0.8576814155263649,0.8352242097409285,0.9755980855574092,0.845859066558449
SOB_B_A-14-22549G-40-007,0,69.9171554160137,85.55646213585969,23.038683081092945,83.8805263406102,5.652081632653173,6.42420097784896,3.342400170669809,6.322690185351007,0.2179210444541069,0.1879316809411867,0.2973876073335431,0.1909274391713181,0.0313039443930203,0.0291146613196474,0.0386865713566381,0.0295025723862779,0.9209426467440872,0.903274848778919,0.9739933703682272,0.9051690751836218
